WTeamID,WScore,LTeamID,LScore,WLoc,W_Conf,L_Conf
Texas St.,71,Louisiana-Monroe,51,H,Sun Belt Conference,Sun Belt Conference
Texas-Arlington,68,Louisiana-Monroe,54,H,Sun Belt Conference,Sun Belt Conference
Georgia Southern,67,Louisiana-Monroe,65,A,Sun Belt Conference,Sun Belt Conference
Georgia St.,77,Louisiana-Monroe,69,A,Sun Belt Conference,Sun Belt Conference
Louisiana-Monroe,74,Troy,71,A,Sun Belt Conference,Sun Belt Conference
South Alabama,50,Louisiana-Monroe,49,H,Sun Belt Conference,Sun Belt Conference
Louisiana-Monroe,66,Arkansas St.,52,A,Sun Belt Conference,Sun Belt Conference
Louisiana-Monroe,83,Louisiana,77,H,Sun Belt Conference,Sun Belt Conference
Little Rock,79,Louisiana-Monroe,63,H,Sun Belt Conference,Sun Belt Conference
Appalachian St.,61,Louisiana-Monroe,57,A,Sun Belt Conference,Sun Belt Conference
Lafayette,65,Columbia,63,H,Patriot League,Ivy League
St. Francis (NY),73,Lafayette,72,H,Northeast Conference,Patriot League
Lafayette,72,Princeton,65,A,Patriot League,Ivy League
Delaware,81,Lafayette,73,A,Colonial Athletic Association,Patriot League
Lafayette,86,Pennsylvania,75,H,Patriot League,Ivy League
Lafayette,80,Fairleigh Dickinson,75,H,Patriot League,Northeast Conference
Lafayette,94,St. Joseph's,71,A,Patriot League,Atlantic 10 Conference
Lafayette,62,Cornell,59,A,Patriot League,Ivy League
Rutgers,63,Lafayette,44,H,Big Ten Conference,Patriot League
Lafayette,67,Sacred Heart,66,A,Patriot League,Northeast Conference
Boston University,73,Lafayette,72,H,Patriot League,Patriot League
Bucknell,78,Lafayette,66,A,Patriot League,Patriot League
Lafayette,82,Holy Cross,64,H,Patriot League,Patriot League
Lafayette,65,Loyola (MD),62,A,Patriot League,Patriot League
Lafayette,71,Colgate,67,H,Patriot League,Patriot League
Navy,68,Lafayette,66,H,Patriot League,Patriot League
Army,94,Lafayette,74,A,Patriot League,Patriot League
Lafayette,74,Lehigh,56,A,Patriot League,Patriot League
Lafayette,80,Colgate,78,A,Patriot League,Patriot League
Lafayette,82,American,70,H,Patriot League,Patriot League
Lafayette,65,Bucknell,62,A,Patriot League,Patriot League
Lehigh,62,Lafayette,59,A,Patriot League,Patriot League
Army,65,Lafayette,48,H,Patriot League,Patriot League
Lafayette,72,Holy Cross,62,A,Patriot League,Patriot League
Lafayette,61,Boston University,59,H,Patriot League,Patriot League
Loyola (MD),70,Lafayette,68,A,Patriot League,Patriot League
American,79,Lafayette,59,H,Patriot League,Patriot League
Lafayette,62,Navy,60,H,Patriot League,Patriot League
Lafayette,73,Army,68,A,Patriot League,Patriot League
Colgate,89,Lafayette,64,H,Patriot League,Patriot League
Duquesne,66,Lamar,56,H,Atlantic 10 Conference,Southland Conference
Lamar,76,Mount St. Mary's,61,H,Southland Conference,Northeast Conference
Lamar,74,Utah Valley,68,A,Southland Conference,Western Athletic Conference
Kentucky,81,Lamar,56,H,Southeastern Conference,Southland Conference
Alabama-Birmingham,57,Lamar,48,H,Conference USA,Southland Conference
Texas Southern,76,Lamar,73,H,Southwestern Athletic Conference,Southland Conference
Lamar,73,Rice,60,H,Southland Conference,Conference USA
Texas Christian,79,Lamar,50,H,Big 12 Conference,Southland Conference
Lamar,79,Southeastern Louisiana,73,H,Southland Conference,Southland Conference
Northwestern St.,67,Lamar,61,H,Southland Conference,Southland Conference
Lamar,74,New Orleans,67,A,Southland Conference,Southland Conference
Abilene Christian,74,Lamar,62,A,Southland Conference,Southland Conference
Nicholls St.,61,Lamar,52,A,Southland Conference,Southland Conference
Lamar,102,Houston Baptist,92,A,Southland Conference,Southland Conference
Sam Houston St.,80,Lamar,75,A,Southland Conference,Southland Conference
Texas A&M-Corpus Christi,64,Lamar,58,H,Southland Conference,Southland Conference
Lamar,89,Incarnate Word,77,A,Southland Conference,Southland Conference
Stephen F. Austin,70,Lamar,62,A,Southland Conference,Southland Conference
Lamar,96,McNeese St.,91,A,Southland Conference,Southland Conference
Lamar,74,Central Arkansas,67,H,Southland Conference,Southland Conference
Abilene Christian,84,Lamar,49,H,Southland Conference,Southland Conference
Nicholls St.,69,Lamar,65,H,Southland Conference,Southland Conference
Lamar,79,Houston Baptist,69,H,Southland Conference,Southland Conference
Lamar,77,Sam Houston St.,65,A,Southland Conference,Southland Conference
Lamar,79,Texas A&M-Corpus Christi,62,H,Southland Conference,Southland Conference
Lamar,86,Incarnate Word,66,H,Southland Conference,Southland Conference
Stephen F. Austin,95,Lamar,77,H,Southland Conference,Southland Conference
McNeese St.,70,Lamar,66,A,Southland Conference,Southland Conference
Lamar,80,McNeese St.,59,N,Southland Conference,Southland Conference
Monmouth,66,Lehigh,62,A,Metro Atlantic Athletic Conference,Patriot League
Lehigh,74,Albany (NY),70,A,Patriot League,America East Conference
Virginia Tech,79,Lehigh,53,H,Atlantic Coast Conference,Patriot League
Drake,74,Lehigh,58,H,Missouri Valley Conference,Patriot League
St. Mary's (CA),77,Lehigh,66,H,West Coast Conference,Patriot League
Columbia,68,Lehigh,64,H,Ivy League,Patriot League
St. Francis (PA),77,Lehigh,69,H,Northeast Conference,Patriot League
Yale,78,Lehigh,65,A,Ivy League,Patriot League
Auburn,74,Lehigh,51,H,Southeastern Conference,Patriot League
Princeton,71,Lehigh,62,H,Ivy League,Patriot League
Navy,64,Lehigh,58,H,Patriot League,Patriot League
Lehigh,78,Loyola (MD),71,H,Patriot League,Patriot League
Boston University,84,Lehigh,67,H,Patriot League,Patriot League
Lehigh,82,American,73,H,Patriot League,Patriot League
Navy,88,Lehigh,83,A,Patriot League,Patriot League
Bucknell,72,Lehigh,56,H,Patriot League,Patriot League
Holy Cross,96,Lehigh,95,H,Patriot League,Patriot League
Lafayette,74,Lehigh,56,A,Patriot League,Patriot League
American,77,Lehigh,56,H,Patriot League,Patriot League
Army,80,Lehigh,79,A,Patriot League,Patriot League
Colgate,81,Lehigh,51,A,Patriot League,Patriot League
Lehigh,62,Lafayette,59,A,Patriot League,Patriot League
Lehigh,89,Holy Cross,82,H,Patriot League,Patriot League
Army,79,Lehigh,66,H,Patriot League,Patriot League
Colgate,70,Lehigh,67,H,Patriot League,Patriot League
Lehigh,69,Bucknell,60,H,Patriot League,Patriot League
Lehigh,57,Boston University,55,H,Patriot League,Patriot League
Lehigh,74,Loyola (MD),71,A,Patriot League,Patriot League
Lehigh,78,Loyola (MD),75,H,Patriot League,Patriot League
Colgate,83,Lehigh,70,H,Patriot League,Patriot League
Liberty,66,Radford,60,H,Atlantic Sun Conference,Big South Conference
Liberty,66,Maryland-Eastern Shore,55,H,Atlantic Sun Conference,Mid-Eastern Athletic Conference
Liberty,65,South Carolina St.,39,H,Atlantic Sun Conference,Mid-Eastern Athletic Conference
Liberty,77,East Carolina,57,A,Atlantic Sun Conference,American Athletic Conference
Liberty,55,Navy,48,H,Atlantic Sun Conference,Patriot League
Liberty,89,Morgan St.,48,N,Atlantic Sun Conference,Mid-Eastern Athletic Conference
Liberty,71,Rice,59,N,Atlantic Sun Conference,Conference USA
Liberty,62,Missouri-Kansas City,49,N,Atlantic Sun Conference,Western Athletic Conference
Liberty,70,Grand Canyon,61,N,Atlantic Sun Conference,Western Athletic Conference
Liberty,61,Vanderbilt,56,A,Atlantic Sun Conference,Southeastern Conference
Liberty,66,Towson,54,N,Atlantic Sun Conference,Colonial Athletic Association
Liberty,80,Akron,67,N,Atlantic Sun Conference,Mid-American Conference
Louisiana St.,74,Liberty,57,H,Southeastern Conference,Atlantic Sun Conference
Liberty,59,Florida Gulf Coast,46,A,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,65,NJIT,38,A,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,63,North Alabama,52,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,54,Jacksonville,37,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,67,Lipscomb,60,H,Atlantic Sun Conference,Atlantic Sun Conference
North Florida,71,Liberty,70,H,Atlantic Sun Conference,Atlantic Sun Conference
Stetson,48,Liberty,43,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,83,Kennesaw St.,45,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,61,Florida Gulf Coast,46,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,71,Jacksonville,62,A,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,74,North Alabama,56,A,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,62,NJIT,49,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,82,North Florida,77,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,77,Stetson,49,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,76,Kennesaw St.,52,A,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,77,Liberty,71,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,55,NJIT,49,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,66,Stetson,62,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,73,Lipscomb,57,H,Atlantic Sun Conference,Atlantic Sun Conference
Middle Tennessee,73,Lipscomb,70,A,Conference USA,Atlantic Sun Conference
Tennessee St.,79,Lipscomb,78,H,Ohio Valley Conference,Atlantic Sun Conference
Duquesne,58,Lipscomb,36,H,Atlantic 10 Conference,Atlantic Sun Conference
Belmont,73,Lipscomb,67,A,Ohio Valley Conference,Atlantic Sun Conference
Lipscomb,65,Navy,61,A,Atlantic Sun Conference,Patriot League
Lipscomb,78,Tennessee Tech,65,A,Atlantic Sun Conference,Ohio Valley Conference
Xavier,87,Lipscomb,62,H,Big East Conference,Atlantic Sun Conference
Belmont,80,Lipscomb,75,H,Ohio Valley Conference,Atlantic Sun Conference
Lipscomb,78,Tennessee Tech,60,H,Atlantic Sun Conference,Ohio Valley Conference
Vermont,86,Lipscomb,63,H,America East Conference,Atlantic Sun Conference
Auburn,86,Lipscomb,59,H,Southeastern Conference,Atlantic Sun Conference
Lipscomb,66,Stetson,63,A,Atlantic Sun Conference,Atlantic Sun Conference
Florida Gulf Coast,68,Lipscomb,61,H,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,85,Kennesaw St.,73,H,Atlantic Sun Conference,Atlantic Sun Conference
North Alabama,82,Lipscomb,69,A,Atlantic Sun Conference,Atlantic Sun Conference
NJIT,75,Lipscomb,57,H,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,67,Lipscomb,60,H,Atlantic Sun Conference,Atlantic Sun Conference
Jacksonville,89,Lipscomb,85,A,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,85,North Florida,73,H,Atlantic Sun Conference,Atlantic Sun Conference
Stetson,55,Lipscomb,53,A,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,73,North Alabama,71,A,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,72,Kennesaw St.,66,A,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,77,NJIT,63,H,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,64,Florida Gulf Coast,54,H,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,68,Jacksonville,67,A,Atlantic Sun Conference,Atlantic Sun Conference
North Florida,82,Lipscomb,74,H,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,77,Liberty,71,H,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,68,Florida Gulf Coast,63,H,Atlantic Sun Conference,Atlantic Sun Conference
Lipscomb,73,North Florida,71,A,Atlantic Sun Conference,Atlantic Sun Conference
Liberty,73,Lipscomb,57,H,Atlantic Sun Conference,Atlantic Sun Conference
Little Rock,67,Missouri St.,66,A,Sun Belt Conference,Missouri Valley Conference
Illinois St.,75,Little Rock,70,H,Missouri Valley Conference,Sun Belt Conference
Little Rock,76,Central Arkansas,56,A,Sun Belt Conference,Southland Conference
Memphis,68,Little Rock,58,H,American Athletic Conference,Sun Belt Conference
North Carolina St.,74,Little Rock,58,H,Atlantic Coast Conference,Sun Belt Conference
Little Rock,67,St. Francis (NY),56,H,Sun Belt Conference,Northeast Conference
Little Rock,67,Alcorn St.,50,H,Sun Belt Conference,Southwestern Athletic Conference
East Tennessee St.,67,Little Rock,63,A,Southern Conference,Sun Belt Conference
North Texas,76,Little Rock,53,H,Conference USA,Sun Belt Conference
Little Rock,86,Tennessee St.,62,H,Sun Belt Conference,Ohio Valley Conference
Little Rock,73,Louisiana-Monroe,72,A,Sun Belt Conference,Sun Belt Conference
Little Rock,69,Louisiana,66,A,Sun Belt Conference,Sun Belt Conference
Little Rock,72,Texas St.,68,H,Sun Belt Conference,Sun Belt Conference
Little Rock,92,Texas-Arlington,89,H,Sun Belt Conference,Sun Belt Conference
Little Rock,79,Georgia Southern,73,H,Sun Belt Conference,Sun Belt Conference
Troy,76,Little Rock,71,H,Sun Belt Conference,Sun Belt Conference
South Alabama,52,Little Rock,43,A,Sun Belt Conference,Sun Belt Conference
Little Rock,71,Coastal Carolina,55,A,Sun Belt Conference,Sun Belt Conference
Little Rock,73,Appalachian St.,57,A,Sun Belt Conference,Sun Belt Conference
Little Rock,81,Troy,63,H,Sun Belt Conference,Sun Belt Conference
Little Rock,73,South Alabama,71,A,Sun Belt Conference,Sun Belt Conference
Little Rock,96,Coastal Carolina,79,H,Sun Belt Conference,Sun Belt Conference
Little Rock,93,Appalachian St.,86,H,Sun Belt Conference,Sun Belt Conference
Little Rock,90,Arkansas St.,87,H,Sun Belt Conference,Sun Belt Conference
Texas St.,74,Little Rock,66,H,Sun Belt Conference,Sun Belt Conference
Texas-Arlington,76,Little Rock,65,H,Sun Belt Conference,Sun Belt Conference
Little Rock,81,Arkansas St.,78,A,Sun Belt Conference,Sun Belt Conference
Little Rock,79,Louisiana-Monroe,63,H,Sun Belt Conference,Sun Belt Conference
Little Rock,91,Louisiana,69,H,Sun Belt Conference,Sun Belt Conference
Georgia St.,89,Little Rock,70,H,Sun Belt Conference,Sun Belt Conference
Rhode Island,76,Long Island University,65,H,Atlantic 10 Conference,Northeast Conference
Massachusetts-Lowell,87,Long Island University,74,A,America East Conference,Northeast Conference
George Mason,80,Long Island University,74,H,Atlantic 10 Conference,Northeast Conference
Long Island University,92,Delaware St.,84,A,Northeast Conference,Mid-Eastern Athletic Conference
San Diego St.,81,Long Island University,64,H,Mountain West Conference,Northeast Conference
Texas Tech,96,Long Island University,66,H,Big 12 Conference,Northeast Conference
North Florida,95,Long Island University,92,N,Atlantic Sun Conference,Northeast Conference
Long Island University,82,Cal Poly,69,N,Northeast Conference,Big West Conference
Long Island University,85,Army,72,A,Northeast Conference,Patriot League
Rider,89,Long Island University,74,H,Metro Atlantic Athletic Conference,Northeast Conference
Long Island University,82,Delaware,75,H,Northeast Conference,Colonial Athletic Association
St. Peter's,69,Long Island University,58,A,Metro Atlantic Athletic Conference,Northeast Conference
Mount St. Mary's,82,Long Island University,73,H,Northeast Conference,Northeast Conference
Long Island University,90,Central Connecticut St.,78,H,Northeast Conference,Northeast Conference
Long Island University,84,Fairleigh Dickinson,70,H,Northeast Conference,Northeast Conference
Long Island University,69,St. Francis (NY),66,A,Northeast Conference,Northeast Conference
Long Island University,74,Bryant,60,A,Northeast Conference,Northeast Conference
Wagner,72,Long Island University,64,H,Northeast Conference,Northeast Conference
Long Island University,86,St. Francis (PA),81,H,Northeast Conference,Northeast Conference
Robert Morris,71,Long Island University,66,A,Northeast Conference,Northeast Conference
Merrimack,70,Long Island University,59,H,Northeast Conference,Northeast Conference
Mount St. Mary's,67,Long Island University,63,A,Northeast Conference,Northeast Conference
Long Island University,67,Merrimack,64,H,Northeast Conference,Northeast Conference
Long Island University,90,Central Connecticut St.,74,A,Northeast Conference,Northeast Conference
Sacred Heart,80,Long Island University,72,A,Northeast Conference,Northeast Conference
St. Francis (NY),87,Long Island University,77,A,Northeast Conference,Northeast Conference
Long Island University,86,Fairleigh Dickinson,81,A,Northeast Conference,Northeast Conference
St. Francis (PA),74,Long Island University,71,H,Northeast Conference,Northeast Conference
Long Island University,74,Wagner,66,H,Northeast Conference,Northeast Conference
Sacred Heart,76,Long Island University,67,H,Northeast Conference,Northeast Conference
Long Island University,73,Fairleigh Dickinson,72,H,Northeast Conference,Northeast Conference
Robert Morris,86,Long Island University,66,H,Northeast Conference,Northeast Conference
Nevada,72,Loyola Marymount,67,H,Mountain West Conference,West Coast Conference
Colorado St.,74,Loyola Marymount,64,A,Mountain West Conference,West Coast Conference
Loyola Marymount,78,Air Force,64,N,West Coast Conference,Mountain West Conference
Indiana St.,72,Loyola Marymount,60,N,Missouri Valley Conference,West Coast Conference
Duquesne,71,Loyola Marymount,50,N,Atlantic 10 Conference,West Coast Conference
Loyola Marymount,61,Southern Utah,51,H,West Coast Conference,Big Sky Conference
Colorado,76,Loyola Marymount,64,H,Pacific-12 Conference,West Coast Conference
Loyola Marymount,83,Grambling,67,H,West Coast Conference,Southwestern Athletic Conference
Loyola Marymount,79,Prairie View,76,H,West Coast Conference,Southwestern Athletic Conference
UC-Davis,67,Loyola Marymount,65,H,Big West Conference,West Coast Conference
Portland St.,76,Loyola Marymount,66,A,Big Sky Conference,West Coast Conference
Loyola Marymount,53,Cal St. Fullerton,46,H,West Coast Conference,Big West Conference
Morgan St.,74,Loyola Marymount,71,A,Mid-Eastern Athletic Conference,West Coast Conference
Loyola Marymount,64,San Diego,58,H,West Coast Conference,West Coast Conference
Brigham Young,63,Loyola Marymount,38,H,West Coast Conference,West Coast Conference
Gonzaga,87,Loyola Marymount,62,A,West Coast Conference,West Coast Conference
Pepperdine,75,Loyola Marymount,67,H,West Coast Conference,West Coast Conference
San Francisco,61,Loyola Marymount,53,H,West Coast Conference,West Coast Conference
Loyola Marymount,77,Portland,65,H,West Coast Conference,West Coast Conference
St. Mary's (CA),73,Loyola Marymount,62,A,West Coast Conference,West Coast Conference
Pacific,62,Loyola Marymount,50,H,West Coast Conference,West Coast Conference
Pepperdine,68,Loyola Marymount,67,A,West Coast Conference,West Coast Conference
Gonzaga,85,Loyola Marymount,67,H,West Coast Conference,West Coast Conference
Brigham Young,77,Loyola Marymount,54,A,West Coast Conference,West Coast Conference
Loyola Marymount,65,Santa Clara,59,A,West Coast Conference,West Coast Conference
St. Mary's (CA),57,Loyola Marymount,51,H,West Coast Conference,West Coast Conference
Loyola Marymount,66,Portland,58,A,West Coast Conference,West Coast Conference
Pacific,60,Loyola Marymount,53,A,West Coast Conference,West Coast Conference
San Francisco,69,Loyola Marymount,67,A,West Coast Conference,West Coast Conference
Loyola Marymount,75,San Diego,61,N,West Coast Conference,West Coast Conference
San Francisco,82,Loyola Marymount,53,N,West Coast Conference,West Coast Conference
UCLA,69,Cal St. Long Beach,65,H,Pacific-12 Conference,Big West Conference
Cal St. Long Beach,74,San Diego,62,H,Big West Conference,West Coast Conference
Stanford,86,Cal St. Long Beach,58,H,Pacific-12 Conference,Big West Conference
St. Mary's (CA),81,Cal St. Long Beach,63,H,West Coast Conference,Big West Conference
Arizona,104,Cal St. Long Beach,67,H,Pacific-12 Conference,Big West Conference
Cal St. Long Beach,66,Providence,65,N,Big West Conference,Big East Conference
Wake Forest,88,Cal St. Long Beach,75,N,Atlantic Coast Conference,Big West Conference
Pennsylvania,95,Cal St. Long Beach,79,N,Ivy League,Big West Conference
Pacific,65,Cal St. Long Beach,46,A,West Coast Conference,Big West Conference
Southern California,87,Cal St. Long Beach,76,H,Pacific-12 Conference,Big West Conference
Southern Utah,84,Cal St. Long Beach,63,A,Big Sky Conference,Big West Conference
Cal St. Long Beach,68,Utah Valley,65,H,Big West Conference,Western Athletic Conference
Seattle,79,Cal St. Long Beach,57,H,Western Athletic Conference,Big West Conference
Florida,102,Cal St. Long Beach,63,H,Southeastern Conference,Big West Conference
Cal St. Northridge,95,Cal St. Long Beach,77,H,Big West Conference,Big West Conference
Cal St. Long Beach,55,UC-Santa Barbara,52,A,Big West Conference,Big West Conference
UC-Davis,85,Cal St. Long Beach,82,A,Big West Conference,Big West Conference
Cal St. Fullerton,66,Cal St. Long Beach,62,A,Big West Conference,Big West Conference
Cal St. Long Beach,63,UC-Irvine,56,H,Big West Conference,Big West Conference
UC-Riverside,77,Cal St. Long Beach,69,H,Big West Conference,Big West Conference
UC-Santa Barbara,87,Cal St. Long Beach,62,A,Big West Conference,Big West Conference
Cal Poly,92,Cal St. Long Beach,75,H,Big West Conference,Big West Conference
Cal St. Long Beach,50,Hawaii,49,A,Big West Conference,Big West Conference
Cal St. Long Beach,65,UC-Riverside,63,H,Big West Conference,Big West Conference
UC-Irvine,70,Cal St. Long Beach,55,H,Big West Conference,Big West Conference
Cal St. Long Beach,64,Hawaii,60,H,Big West Conference,Big West Conference
Cal St. Northridge,73,Cal St. Long Beach,64,A,Big West Conference,Big West Conference
UC-Davis,77,Cal St. Long Beach,76,H,Big West Conference,Big West Conference
Cal St. Long Beach,80,Cal Poly,73,H,Big West Conference,Big West Conference
Cal St. Fullerton,75,Cal St. Long Beach,69,H,Big West Conference,Big West Conference
George Mason,76,Longwood,65,H,Atlantic 10 Conference,Big South Conference
Longwood,85,Maryland-Eastern Shore,55,H,Big South Conference,Mid-Eastern Athletic Conference
Longwood,86,St. Francis (NY),77,H,Big South Conference,Northeast Conference
Northern Illinois,65,Longwood,48,H,Mid-American Conference,Big South Conference
UC-Riverside,71,Longwood,58,H,Big West Conference,Big South Conference
Pacific,69,Longwood,51,H,West Coast Conference,Big South Conference
North Carolina A&T,52,Longwood,41,H,Mid-Eastern Athletic Conference,Big South Conference
Morgan St.,73,Longwood,65,H,Mid-Eastern Athletic Conference,Big South Conference
Longwood,76,Stetson,72,A,Big South Conference,Atlantic Sun Conference
Citadel,102,Longwood,99,A,Southern Conference,Big South Conference
George Washington,78,Longwood,65,H,Atlantic 10 Conference,Big South Conference
Winthrop,91,Longwood,67,H,Big South Conference,Big South Conference
South Carolina Upstate,73,Longwood,56,A,Big South Conference,Big South Conference
Longwood,74,Charleston Southern,56,A,Big South Conference,Big South Conference
Hampton,83,Longwood,80,H,Big South Conference,Big South Conference
Presbyterian,74,Longwood,67,A,Big South Conference,Big South Conference
Campbell,68,Longwood,58,H,Big South Conference,Big South Conference
North Carolina-Asheville,71,Longwood,66,A,Big South Conference,Big South Conference
Longwood,72,High Point,62,A,Big South Conference,Big South Conference
Radford,67,Longwood,55,A,Big South Conference,Big South Conference
Longwood,84,Gardner-Webb,81,A,Big South Conference,Big South Conference
Longwood,71,Charleston Southern,63,H,Big South Conference,Big South Conference
Winthrop,70,Longwood,68,A,Big South Conference,Big South Conference
Longwood,57,Campbell,56,H,Big South Conference,Big South Conference
North Carolina-Asheville,73,Longwood,71,H,Big South Conference,Big South Conference
Longwood,76,Hampton,68,H,Big South Conference,Big South Conference
Longwood,68,South Carolina Upstate,58,A,Big South Conference,Big South Conference
Longwood,57,High Point,54,H,Big South Conference,Big South Conference
Longwood,58,Presbyterian,55,A,Big South Conference,Big South Conference
Hampton,78,Longwood,53,N,Big South Conference,Big South Conference
Louisiana,85,McNeese St.,80,H,Sun Belt Conference,Southland Conference
Texas Christian,98,Louisiana,65,H,Big 12 Conference,Sun Belt Conference
Louisiana,73,Youngstown St.,61,H,Sun Belt Conference,Horizon League
Wyoming,69,Louisiana,61,H,Mountain West Conference,Sun Belt Conference
Louisiana,81,Detroit Mercy,62,N,Sun Belt Conference,Horizon League
UC-Irvine,92,Louisiana,67,N,Big West Conference,Sun Belt Conference
Louisiana,98,Southeastern Louisiana,81,H,Sun Belt Conference,Southland Conference
Arizona St.,77,Louisiana,65,H,Pacific-12 Conference,Sun Belt Conference
Louisiana Tech,77,Louisiana,59,H,Conference USA,Sun Belt Conference
Arkansas St.,79,Louisiana,67,H,Sun Belt Conference,Sun Belt Conference
Little Rock,69,Louisiana,66,A,Sun Belt Conference,Sun Belt Conference
UC-Santa Barbara,85,Louisiana,77,A,Big West Conference,Sun Belt Conference
South Alabama,60,Louisiana,57,A,Sun Belt Conference,Sun Belt Conference
Louisiana,79,Troy,62,H,Sun Belt Conference,Sun Belt Conference
Louisiana,81,Appalachian St.,73,A,Sun Belt Conference,Sun Belt Conference
Georgia St.,90,Louisiana,52,H,Sun Belt Conference,Sun Belt Conference
Georgia Southern,71,Louisiana,51,H,Sun Belt Conference,Sun Belt Conference
Texas-Arlington,81,Louisiana,65,A,Sun Belt Conference,Sun Belt Conference
Texas St.,68,Louisiana,59,A,Sun Belt Conference,Sun Belt Conference
Louisiana,81,Louisiana-Monroe,60,H,Sun Belt Conference,Sun Belt Conference
Louisiana,66,Texas-Arlington,65,A,Sun Belt Conference,Sun Belt Conference
Texas St.,71,Louisiana,66,H,Sun Belt Conference,Sun Belt Conference
Louisiana,80,Georgia St.,78,H,Sun Belt Conference,Sun Belt Conference
Georgia Southern,86,Louisiana,79,A,Sun Belt Conference,Sun Belt Conference
South Alabama,78,Louisiana,75,H,Sun Belt Conference,Sun Belt Conference
Louisiana,81,Troy,77,A,Sun Belt Conference,Sun Belt Conference
Louisiana-Monroe,83,Louisiana,77,H,Sun Belt Conference,Sun Belt Conference
Louisiana,77,Arkansas St.,74,H,Sun Belt Conference,Sun Belt Conference
Little Rock,91,Louisiana,69,H,Sun Belt Conference,Sun Belt Conference
Louisiana,108,Coastal Carolina,101,H,Sun Belt Conference,Sun Belt Conference
Louisiana,73,Arkansas St.,66,H,Sun Belt Conference,Sun Belt Conference
Georgia Southern,82,Louisiana,81,H,Sun Belt Conference,Sun Belt Conference
Louisiana Tech,82,Texas A&M-Corpus Christi,49,A,Conference USA,Southland Conference
Creighton,82,Louisiana Tech,72,H,Big East Conference,Conference USA
Louisiana Tech,76,Mississippi Valley St.,43,H,Conference USA,Southwestern Athletic Conference
Louisiana Tech,82,North Alabama,61,H,Conference USA,Atlantic Sun Conference
Indiana,88,Louisiana Tech,75,H,Big Ten Conference,Conference USA
Louisiana Tech,78,Samford,57,H,Conference USA,Southern Conference
Louisiana Tech,74,Mississippi St.,67,A,Conference USA,Southeastern Conference
Sam Houston St.,71,Louisiana Tech,68,H,Southland Conference,Conference USA
Louisiana Tech,77,Louisiana,59,H,Conference USA,Sun Belt Conference
Louisiana Tech,69,North Carolina Central,60,H,Conference USA,Mid-Eastern Athletic Conference
Louisiana Tech,80,Southern Mississippi,49,A,Conference USA,Conference USA
Louisiana Tech,78,Southern Mississippi,50,H,Conference USA,Conference USA
Texas-San Antonio,89,Louisiana Tech,73,H,Conference USA,Conference USA
Louisiana Tech,64,Texas-El Paso,61,A,Conference USA,Conference USA
Louisiana Tech,72,Rice,56,H,Conference USA,Conference USA
North Texas,51,Louisiana Tech,50,A,Conference USA,Conference USA
Louisiana Tech,80,Middle Tennessee,73,A,Conference USA,Conference USA
Louisiana Tech,72,Alabama-Birmingham,58,A,Conference USA,Conference USA
Louisiana Tech,72,Charlotte,59,H,Conference USA,Conference USA
Louisiana Tech,76,Old Dominion,73,H,Conference USA,Conference USA
Western Kentucky,65,Louisiana Tech,54,H,Conference USA,Conference USA
Marshall,83,Louisiana Tech,79,H,Conference USA,Conference USA
Louisiana Tech,60,Florida International,57,H,Conference USA,Conference USA
Louisiana Tech,81,Florida Atlantic,68,H,Conference USA,Conference USA
Louisiana Tech,73,North Texas,71,A,Conference USA,Conference USA
Western Kentucky,95,Louisiana Tech,91,H,Conference USA,Conference USA
Louisiana Tech,76,Florida International,73,H,Conference USA,Conference USA
Louisiana Tech,66,Charlotte,43,H,Conference USA,Conference USA
Louisville,87,Miami (FL),74,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,78,Youngstown St.,55,H,Atlantic Coast Conference,Horizon League
Louisville,91,Indiana St.,62,H,Atlantic Coast Conference,Missouri Valley Conference
